STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Rajasthan,Sirohi,PMGSY-I,203,2,203,2,0,0,817.661,238.6425,800.411,204.7766,0
Rajasthan,Tonk,PMGSY-II,10,0,10,0,0,0,84.075,40.187,84.075,32.0331,0
Sikkim,North,PMGSY-I,112,14,101,8,11,6,451.009,290.9943,409.231,275.9235,35.02
Sikkim,Pakyong,PMGSY-I,131,22,125,21,6,1,722.965,424.7631,701.51,422.0681,8.2
Sikkim,Pakyong,PMGSY-II,7,0,5,0,2,0,21.23,18.991,19.655,16.0266,0.925
Sikkim,Soreng,PMGSY-I,171,10,166,10,5,0,753.756,359.6555,740.064,353.9376,4.375
"Tamil Nadu",Ariyalur,PMGSY-II,39,3,39,3,0,0,134.099,43.28113,132.39,44.3706,0
"Tamil Nadu",Cuddalore,PMGSY-III,39,1,34,1,5,0,153.664,93.27979,134.167,80.747,18.433
"Tamil Nadu",Dharmapuri,PMGSY-II,25,1,25,1,0,0,89.24,31.42687,89.18,31.9251,0
"Tamil Nadu",Erode,PMGSY-II,11,0,11,0,0,0,28.672,9.70103,28.672,10.0326,0
"Tamil Nadu",Kanchipuram,PMGSY-II,14,5,14,5,0,0,49.11,25.4898,49.29,26.8983,0
"Tamil Nadu",Kanniyakumari,PMGSY-II,1,0,1,0,0,0,1.85,0.8478,1.85,0.8683,0
"Tamil Nadu",Karur,PMGSY-II,26,0,26,0,0,0,83.439,32.8887,83.439,32.5093,0
"Tamil Nadu",Krishnagiri,PMGSY-III,49,8,30,5,19,3,198.32,148.42358,141.43,96.881,56.88
"Tamil Nadu",Madurai,PMGSY-II,36,0,36,0,0,0,125.62,45.16382,125.62,48.7631,0
"Tamil Nadu",Namakkal,PMGSY-II,30,0,30,0,0,0,86.151,31.75087,86.156,33.0551,0
"Tamil Nadu",Namakkal,PMGSY-III,108,0,87,0,21,0,375.834,209.22077,363.314,172.6513,12.528
"Tamil Nadu",Perambalur,PMGSY-III,24,2,21,1,3,1,83.92,53.11626,77.61,46.186,6.31
"Tamil Nadu","The Nilgiris",PMGSY-I,106,0,106,0,0,0,268.592,109.62261,264.482,91.8806,0
"Tamil Nadu",Tiruchirappalli,PMGSY-I,268,1,268,1,0,0,552.955,140.1259,545.514,123.8914,0
"Tamil Nadu",Tirunelveli,PMGSY-III,46,0,28,0,18,0,192.225,102.1219,140.125,66.5062,52.1
"Tamil Nadu",Tirupathur,PMGSY-II,4,0,4,0,0,0,7.024,3.312,7.024,3.8691,0
"Tamil Nadu",Tiruppur,PMGSY-II,18,0,18,0,0,0,51.063,20.64843,51.063,21.4199,0
"Tamil Nadu",Tiruvallur,PMGSY-II,12,0,12,0,0,0,40.435,13.93617,40.435,13.8781,0
"Tamil Nadu",Tiruvannamalai,PMGSY-I,263,0,263,0,0,0,633.938,141.19902,633.948,99.9083,0
"Tamil Nadu",Tiruvannamalai,PMGSY-III,195,7,95,3,100,4,811.576,502.22232,444.536,266.7908,367.048
"Tamil Nadu",Tiruvarur,PMGSY-II,74,12,74,12,0,0,224.342,197.66552,224.343,212.5394,0
"Tamil Nadu",Vellore,PMGSY-III,26,0,18,0,8,0,128.1,77.69685,68.18,41.46,59.65
Telangana,"Bhadradri Kothagudem",PMGSY-III,13,9,10,6,3,3,94.782,87.07731,76.014,57.5435,15.42
Telangana,Jagitial,PMGSY-I,83,6,83,6,0,0,270.489,44.4377,266.892,87.5639,0
Telangana,Jagitial,PMGSY-II,3,0,3,0,0,0,22.83,11.44,21.717,10.3955,0
Telangana,"Jayashankar Bhoopalapally",PMGSY-I,53,7,53,7,0,0,190.555,56.47182,190.805,72.0802,0
Telangana,"Jayashankar Bhoopalapally",RCPLWEA,11,4,2,2,9,2,78.7,94.07464,34.277,52.5439,44.043
Telangana,"Jogulamba Gadwal",PMGSY-III,7,1,2,0,5,1,37.176,18.63608,15.17,6.7208,22.005
Telangana,Khammam,PMGSY-I,135,9,135,9,0,0,423.151,108.162,419.051,37.213,0
Telangana,Mahaboobnagar,PMGSY-I,43,4,43,4,0,0,181.035,42.3286,175.095,71.2372,0
Telangana,Mancherial,PMGSY-I,83,24,81,22,2,2,399.965,162.07359,368.755,204.1638,12.999
Telangana,Medak,PMGSY-I,99,6,99,6,0,0,314.96,60.9081,311.917,110.1285,0
Telangana,"Medchal Malkajgiri",PMGSY-III,3,0,2,0,1,0,19,12.84368,15.789,7.6784,2.338
Telangana,Mulugu,RCPLWEA,52,16,3,5,49,11,259.64,308.80704,106.088,131.2287,153.43
Telangana,Nagarkurnool,PMGSY-II,3,0,3,0,0,0,35.165,18.185,34.405,15.9254,0
Telangana,Nalgonda,PMGSY-III,20,6,5,1,15,5,134.721,93.76009,52.293,43.9635,81.728
Telangana,Nirmal,PMGSY-III,8,3,2,0,6,3,65.29,43.44925,59.93,34.7035,5.26
Telangana,Peddapalli,PMGSY-II,3,1,3,1,0,0,22.95,13.7895,20.073,12.1216,0
Telangana,Siddipet,PMGSY-I,99,6,99,6,0,0,407.205,104.5496,400.715,191.7028,0
Telangana,Wanaparthy,PMGSY-II,1,0,1,0,0,0,6.82,4.0783,6.2,2.8984,0
Telangana,Wanaparthy,PMGSY-III,11,4,5,3,6,1,49.94,37.41594,21.096,16.8054,26.92
Telangana,"Warangal Urban",PMGSY-III,5,3,3,0,2,3,34.5,34.8,22.947,24.3983,10.65
Telangana,"Yadadri Bhongiri",PMGSY-I,61,1,61,1,0,0,260.179,40.5621,267.105,-267.0415,0
Telangana,"Yadadri Bhongiri",PMGSY-II,6,1,6,1,0,0,34,16.2395,31.98,14.415,0
Tripura,Dhalai,PMGSY-I,177,5,163,3,14,2,827.804,548.78394,706.504,472.4481,61.418
Tripura,Dhalai,PMGSY-II,4,1,3,0,1,1,47.662,70.73037,15.159,32.3035,32.164
Tripura,Khowai,PMGSY-I,139,5,139,5,0,0,423.274,251.40723,414.635,245.9693,0
Tripura,"North Tripura",PMGSY-III,7,0,1,0,6,0,41.024,37.89487,20.955,20.0521,20.069
Tripura,"North Tripura",PM-JANMAN,21,0,0,0,21,0,78.631,70.47659,0,0,78.631
Tripura,Sepahijala,PMGSY-I,207,4,207,4,0,0,648.341,388.9445,614.046,404.3257,0
Tripura,Sepahijala,PMGSY-III,15,0,0,0,15,0,114.393,101.17027,0,0,114.393
Tripura,Unakoti,PMGSY-I,82,7,80,6,2,1,276.206,187.76862,263.809,172.0437,3.951
Tripura,"West Tripura",PMGSY-I,168,6,168,6,0,0,465.545,274.9518,443.853,247.1325,0
"Uttar Pradesh",Ambedkarnagar,PMGSY-II,17,0,17,0,0,0,108.825,65.43626,103.845,50.0185,0
"Uttar Pradesh",Amethi,PMGSY-I,227,0,227,0,0,0,694.668,223.5321,687.159,215.5701,0
"Uttar Pradesh",Ayodhya,PMGSY-III,39,0,39,0,0,0,278.575,197.3226,277.43,156.9425,0
"Uttar Pradesh",Badaun,PMGSY-I,250,0,250,0,0,0,596.54,119.03666,587.249,114.3385,0
"Uttar Pradesh",Baghpat,PMGSY-II,16,0,16,0,0,0,118.61,51.37971,117.696,48.9855,0
"Uttar Pradesh",Baghpat,PMGSY-III,12,0,12,0,0,0,72.715,31.08809,72.635,29.3082,0
"Uttar Pradesh",Ballia,PMGSY-I,227,0,226,0,1,0,527.491,156.7021,516.362,143.2851,8.7
"Uttar Pradesh",Banda,PMGSY-III,21,0,18,0,3,0,163.367,136.6557,151.798,112.2825,11.2
"Uttar Pradesh",Chitrakoot,PMGSY-III,13,0,9,0,4,0,93.988,82.54023,66.725,49.1713,27.213
"Uttar Pradesh",Etawah,PMGSY-III,25,0,25,0,0,0,181.12,127.73929,179.67,100.1087,0
"Uttar Pradesh","G.B. Nagar",PMGSY-III,4,0,4,0,0,0,33.65,19.19977,31.948,12.771,0
"Uttar Pradesh",Gonda,PMGSY-II,16,0,16,0,0,0,101.14,63.7346,100.89,61.843,0
"Uttar Pradesh",Gonda,PMGSY-III,66,0,66,0,0,0,460.485,334.92296,459.02,336.1537,0
"Uttar Pradesh",Gorakhpur,PMGSY-II,13,0,13,0,0,0,101.05,56.65087,101.05,48.8768,0
"Uttar Pradesh",Hamirpur,PMGSY-II,9,0,9,0,0,0,96.9,42.4343,96.9,36.4839,0
"Uttar Pradesh",Hathras,PMGSY-II,15,0,15,0,0,0,109.65,66.9426,108.885,49.7447,0
"Uttar Pradesh",Jaunpur,PMGSY-I,271,0,271,0,0,0,717.962,179.1209,713.434,163.0094,0
"Uttar Pradesh",Jhansi,PMGSY-I,131,0,131,0,0,0,498.815,156.5845,481.231,141.9012,0
"Uttar Pradesh","Kanpur Nagar",PMGSY-III,35,0,28,0,7,0,263.995,211.71503,213.205,120.8534,47.15
"Uttar Pradesh",Kushinagar,PMGSY-I,289,0,289,0,0,0,1041.804,357.591,1036.11,330.9882,0
"Uttar Pradesh",Lakhimpur-Kherii,PMGSY-III,40,1,39,0,1,1,385.833,331.25322,366.908,292.8038,13.99
"Uttar Pradesh",Lalitpur,PMGSY-II,14,0,14,0,0,0,110.291,66.9178,109.891,61.9163,0
"Uttar Pradesh",Maharajganj,PMGSY-I,227,0,227,0,0,0,726.6,207.5332,716.644,196.601,0
"Uttar Pradesh",Mathura,PMGSY-I,201,0,201,0,0,0,580.757,152.4311,571.651,145.1983,0
"Uttar Pradesh",Meerut,PMGSY-III,23,0,23,0,0,0,203.857,111.6808,195.207,89.6103,0
"Uttar Pradesh",Muzaffarnagar,PMGSY-III,25,0,25,0,0,0,234.3,146.4625,236.288,131.1943,0
"Uttar Pradesh",Pilibhit,PMGSY-II,11,1,11,1,0,0,77.75,40.98453,75.76,40.1661,0
"Uttar Pradesh",Rampur,PMGSY-I,274,0,274,0,0,0,776.525,183.53337,750.727,176.2981,0
"Uttar Pradesh","S.K. Nagar",PMGSY-II,9,0,9,0,0,0,84.1,48.7657,83.59,37.6026,0
"Uttar Pradesh","S.R. Nagar(Bhadohi)",PMGSY-III,19,0,8,0,11,0,121.77,117.4236,64.384,25.2374,56.415
"Uttar Pradesh",Saharanpur,PMGSY-I,289,0,289,0,0,0,882.485,186.1605,868.598,168.2767,0
"Uttar Pradesh",Shrawasti,PMGSY-II,9,0,9,0,0,0,95.565,66.9524,92.706,60.9933,0
"Uttar Pradesh",Siddharathnagar,PMGSY-II,17,0,17,0,0,0,110.4,74.0974,110.3,63.3838,0
"Uttar Pradesh",Sitapur,PMGSY-II,11,0,11,0,0,0,92.775,77.9234,90.918,66.0692,0
"Uttar Pradesh",Sonebhadra,RCPLWEA,18,11,13,11,5,0,460.375,363.0348,395.775,297.5033,64.5
"Uttar Pradesh",Sultanpur,PMGSY-II,7,0,7,0,0,0,93.55,70.7646,92.3,59.7019,0
"Uttar Pradesh",Unnao,PMGSY-II,14,0,14,0,0,0,110.985,70.91764,110.646,68.1818,0
"Uttar Pradesh",Varanasi,PMGSY-III,16,0,16,0,0,0,94.4,34.6486,92.484,28.2152,0
Uttarakhand,Almora,PMGSY-I,306,33,304,33,2,0,2772.415,1363.5677,2767.312,1287.4302,3.95
Uttarakhand,Bageshwar,PMGSY-I,181,51,181,48,0,3,1495.507,764.22853,1449.526,735.7066,0
Uttarakhand,Haridwar,PMGSY-I,68,0,68,0,0,0,181.711,33.4022,181.71,28.3885,0
Uttarakhand,Pauri,PMGSY-I,271,16,271,13,0,3,2014.619,931.72223,1992.73,929.6111,0
Uttarakhand,Rudraprayag,PMGSY-I,135,26,128,21,7,5,1292.89,675.7518,1262.373,680.9116,11.75
Uttarakhand,Uttarkashi,PMGSY-II,6,0,6,0,0,0,59.961,33.6605,59.961,35.838,0
"West Bengal",Bankura,PMGSY-II,11,3,11,3,0,0,162.64,159.45727,163.694,124.7358,0
"West Bengal",Birbhum,PMGSY-III,34,0,9,0,25,0,271.26,182.4646,85.68,50.2723,185.341
"West Bengal","Dakshin Dinajpur",PMGSY-I,248,0,248,0,0,0,926.373,449.5262,919.535,391.7352,0
"West Bengal","Dakshin Dinajpur",PMGSY-III,16,0,0,0,16,0,140.085,79.93224,2.625,0.8562,137.46
"West Bengal",Darjeeling,PMGSY-I,155,3,155,3,0,0,768.321,527.6137,762.216,508.7473,0
"West Bengal",Hooghly,PMGSY-III,10,1,2,0,8,1,65.788,50.86468,14.228,9.8596,51.518
"West Bengal",Howrah,PMGSY-I,325,0,325,0,0,0,1187.83,605.22187,1180.421,570.9688,0
"West Bengal",Howrah,PMGSY-II,19,1,19,1,0,0,117.061,104.40142,117.068,94.109,0
"West Bengal",Kalimpong,PMGSY-II,6,2,6,1,0,1,65.472,89.1983,65.257,85.1484,0
"West Bengal","North 24 Parganas",PMGSY-I,468,0,467,0,1,0,2160.54,1095.63808,2146.782,1006.0229,2
"West Bengal","North 24 Parganas",PMGSY-II,17,0,17,0,0,0,108.635,88.48067,108.82,64.7262,0
"West Bengal","North 24 Parganas",PMGSY-III,51,0,10,0,41,0,302.53,215.07294,76.651,39.9312,225.483
"West Bengal","Paschim Burdwan",PMGSY-III,17,1,5,0,12,1,100.042,80.30224,37.035,21.4886,61.667
"West Bengal","Purba Medinipur",PMGSY-III,34,0,0,0,34,0,314.717,240.26852,0,0,314.717
"West Bengal",Purulia,PMGSY-II,18,0,18,0,0,0,143.66,112.21407,142.905,82.0457,0
"West Bengal",Uttardinajpur,PMGSY-II,10,0,10,0,0,0,81.437,68.09995,78.597,60.6663,0
"West Bengal",Uttardinajpur,PMGSY-III,22,0,4,0,18,0,158.926,110.2833,24.525,16.1225,134.301
"Andhra Pradesh","Alluri Sitharama Raju",RCPLWEA,124,34,101,21,23,13,1084.885,827.64173,794.164,510.9439,268.01
"Andhra Pradesh",Anantapur,PMGSY-II,8,0,8,0,0,0,75.02,29.9953,74.961,27.1823,0
"Andhra Pradesh",Bapatla,PMGSY-I,128,13,128,13,0,0,320.363,78.5873,305.542,75.079,0
"Andhra Pradesh",Chittoor,PMGSY-II,11,0,11,0,0,0,69.29,33.6205,66.882,27.3141,0
"Andhra Pradesh","Dr BR Ambedkar Konaseema",PMGSY-I,209,8,209,8,0,0,443.65,126.9822,427.215,141.9707,0
"Andhra Pradesh","East Godavari",PMGSY-I,104,2,104,2,0,0,252.056,54.527,249.354,43.5468,0
"Andhra Pradesh",Kakinada,PMGSY-I,121,1,121,1,0,0,278.7,48.8651,267.2,40.8587,0
"Andhra Pradesh",Kakinada,RCPLWEA,3,0,3,0,0,0,19.47,12.19,19.47,10.7893,0
"Andhra Pradesh",Kakinada,PMGSY-III,12,1,5,0,7,1,87.62,47.5397,34.65,16.5492,51.24
"Andhra Pradesh",Krishna,PMGSY-II,8,0,8,0,0,0,58.52,46.9895,57.715,41.1926,0
"Andhra Pradesh",Krishna,PMGSY-III,16,6,6,0,10,6,95.023,115.75985,36.806,29.0634,56.337
"Andhra Pradesh",Nellore,PMGSY-II,8,0,8,0,0,0,70.21,36.4185,65.296,29.3427,0
"Andhra Pradesh","Parvathipuram Manyam",PM-JANMAN,19,0,0,0,19,0,38.65,39.56477,0,0,38.65
"Andhra Pradesh",Srikakulam,RCPLWEA,12,1,10,1,2,0,68.146,54.8566,63.047,49.2557,1.678
"Andhra Pradesh","West Godavari",PMGSY-II,12,0,12,0,0,0,72.265,44.5357,71.335,35.3485,0
"Andhra Pradesh","West Godavari",PMGSY-III,7,1,3,0,4,1,45.09,50.4731,14.435,10.9417,30.14
"Arunachal Pradesh","East Siang",PMGSY-I,23,1,23,1,0,0,51.925,25.3767,51.925,24.9895,0
"Arunachal Pradesh",Kamale,PMGSY-I,24,5,24,5,0,0,307.16,212.0949,310.66,212.4258,0
"Arunachal Pradesh",Kamale,PMGSY-III,2,0,0,0,2,0,12.3,9.3786,3,3.0664,9.3
"Arunachal Pradesh","Kra Daadi",PMGSY-III,10,4,0,0,10,4,74.4,84.56496,15.9,5.6607,58.5
"Arunachal Pradesh",Longding,PMGSY-III,18,0,0,0,18,0,147.27,137.28173,21.1,54.3404,126.17
"Arunachal Pradesh","Lower Dibang Valley",PMGSY-III,4,5,1,0,3,5,21.23,44.10177,16.05,3.7297,5.18
"Arunachal Pradesh","Lower Siang",PMGSY-II,3,0,3,0,0,0,7.56,3.2261,7.56,3.0301,0
"Arunachal Pradesh",Namsai,PMGSY-II,6,0,6,0,0,0,20.17,7.8604,20.17,7.5789,0
"Arunachal Pradesh","Pakke kessang",PMGSY-I,16,3,16,3,0,0,184.28,123.1649,184.28,120.0708,0
"Arunachal Pradesh","Pakke kessang",PMGSY-III,3,2,0,0,3,2,16.95,23.2813,6.85,1.1193,10.1
"Arunachal Pradesh","Papum Pare",PMGSY-I,86,26,86,26,0,0,761.99,634.5073,755.51,663.7729,0
"Arunachal Pradesh",Siang,PMGSY-I,57,1,56,1,1,0,467.5,305.1432,442.27,286.6132,28.1
"Arunachal Pradesh",Siang,PMGSY-III,6,1,0,0,6,1,45.72,34.6605,1.5,1.5613,44.22
"Arunachal Pradesh","Upper Siang",PMGSY-I,45,17,42,12,3,5,556.19,412.68226,512.795,402.2291,38.2
"Arunachal Pradesh","West Kameng",PMGSY-I,84,11,81,10,3,1,775.769,451.7983,768.405,463.8754,6.94
Assam,Baksa,PMGSY-II,8,4,8,4,0,0,55.431,41.1995,55.431,40.2588,0
Assam,Barpeta,PMGSY-I,411,160,406,157,5,3,1326.201,1315.1108,1300.301,1385.5422,13.07
Assam,Bongaigaon,PMGSY-I,214,39,214,39,0,0,624.338,417.70806,624.08,433.6468,0
Assam,Cachar,PMGSY-I,277,43,277,43,0,0,1056.937,647.85356,1031.497,678.6538,0
Assam,Chirang,PMGSY-II,4,4,4,4,0,0,25.065,24.2265,25.065,25.1141,0
Assam,Dhemaji,PMGSY-I,280,126,280,126,0,0,1141.823,1150.57087,1142.147,1169.015,0
Assam,Goalpara,PMGSY-I,375,69,375,69,0,0,1064.279,694.17209,1060.507,768.416,0
Assam,Golaghat,PMGSY-II,9,0,9,0,0,0,88.092,59.8113,88.092,63.9656,0
Assam,"Kamrup Rural",PMGSY-III,52,4,46,1,6,3,287.544,270.68111,263.013,246.2586,24.444
Assam,"Karbi Anglong",PMGSY-III,19,3,6,1,13,2,113.387,66.53463,39.82,26.6003,73.567
Assam,Lakhimpur,PMGSY-I,295,112,295,112,0,0,1122.903,1000.43112,1116.529,1038.759,0
Assam,Lakhimpur,PMGSY-II,10,2,10,2,0,0,51.94,33.96306,51.94,32.548,0
Assam,Morigaon,PMGSY-III,21,2,17,1,4,1,160.73,113.02839,133.9,99.6395,25.83
Assam,N.C.Hills,PMGSY-I,80,7,79,7,1,0,494.63,287.1118,490.488,300.2716,0.321
Assam,Nalbari,PMGSY-II,14,0,14,0,0,0,95.335,62.66946,95.335,62.9336,0
Assam,Sibsagar,PMGSY-II,19,3,19,3,0,0,109.877,78.8188,109.327,77.2647,0
Assam,Sonitpur,PMGSY-III,44,4,38,4,6,0,280.333,172.96644,245.823,144.6081,34.19
Assam,Udalguri,PMGSY-III,9,0,9,0,0,0,63.36,54.9087,63.36,56.9186,0
Bihar,Arwal,PMGSY-I,160,4,158,4,2,0,360.407,163.48724,335.572,148.3211,0.826
Bihar,Bhagalpur,PMGSY-I,393,39,385,38,8,1,1375.376,711.298,1300.544,611.4077,33.527
Bihar,Bhagalpur,PMGSY-III,8,4,6,1,2,3,60.813,61.31584,56.19,51.5499,4.613
Bihar,Bhojpur,PMGSY-II,2,0,2,0,0,0,26.025,10.6814,25.625,11.3167,0
Bihar,Darbhanga,PMGSY-II,11,0,11,0,0,0,42.66,17.15696,42.66,17.3539,0
Bihar,"East Champaran",PMGSY-III,35,21,30,3,5,18,264.603,277.91275,234.85,211.9435,28.074
Bihar,Gaya,PMGSY-I,1171,54,1146,52,25,2,3031.293,1425.8857,2924.406,1259.0626,77.142
Bihar,Gopalganj,PMGSY-III,16,7,14,0,2,7,142.893,123.74185,134.76,98.2114,7.35
Bihar,Jamui,RCPLWEA,22,18,14,18,8,0,414.657,549.95709,346.487,440.699,66.206
Bihar,Kishanganj,PMGSY-I,305,101,305,100,0,1,1251.501,895.2539,1222.233,826.8543,0
Bihar,Kishanganj,PMGSY-III,60,108,15,2,45,106,511.419,800.10631,174.002,179.7684,332.527
Bihar,Madhepura,PMGSY-I,238,18,236,18,2,0,784.482,503.51779,756.131,435.3234,0
Bihar,Madhubani,PMGSY-III,20,14,15,0,5,14,212.08,234.33669,154.207,131.4095,53.575
Bihar,Munger,PMGSY-II,3,0,3,0,0,0,23.4,11.3956,23.4,12.4103,0
Bihar,Munger,PMGSY-III,3,0,3,0,0,0,21.864,16.2629,21.864,10.0935,0
Bihar,Muzaffarpur,RCPLWEA,25,16,24,12,1,4,358.548,521.57931,350.921,529.8283,2.428
Bihar,Nalanda,PMGSY-I,431,9,430,9,1,0,1285.064,563.77684,1264.156,510.2857,0.9
Bihar,Patna,PMGSY-II,15,0,14,0,1,0,110.76,43.94972,109.75,50.7724,0.3
Bihar,Rohtas,PMGSY-II,4,0,4,0,0,0,46.08,26.1661,46.08,24.2488,0
Bihar,Samastipur,PMGSY-II,8,0,8,0,0,0,61.95,25.77853,61.95,27.4861,0
Bihar,Sheikhpura,PMGSY-I,122,9,120,9,2,0,327.671,146.68576,295.014,144.6935,6
Bihar,Sheikhpura,PMGSY-III,1,0,1,0,0,0,5.035,2.85845,4.97,2.4786,0
Bihar,Sheohar,PMGSY-I,112,1,106,1,6,0,338.835,186.8218,305.08,162.4855,8.292
Bihar,Siwan,PMGSY-II,14,0,14,0,0,0,77.452,36.19232,77.254,34.9717,0
Bihar,Siwan,PMGSY-III,5,0,5,0,0,0,27.355,16.78689,27.036,14.0995,0
Chhattisgarh,Balod,PMGSY-II,11,0,11,0,0,0,121.875,82.0187,120.9,86.2725,0
Chhattisgarh,Balodabazar,PMGSY-II,7,0,7,0,0,0,90.31,57.6072,88.072,44.2343,0
Chhattisgarh,Bemetra,PMGSY-III,21,5,21,2,0,3,148.44,116.25624,149.15,94.7208,0
Chhattisgarh,Bilaspur,PMGSY-I,207,0,207,0,0,0,820.69,229.0845,778.95,206.3789,0
Chhattisgarh,Bilaspur,PM-JANMAN,32,0,1,0,31,0,126.55,91.39231,7.83,0,118.72
Chhattisgarh,Dantewada,PMGSY-III,5,0,5,0,0,0,37.3,16.1087,37.3,13.9301,0
Chhattisgarh,Gariaband,PMGSY-I,193,23,192,21,1,2,1159.785,394.4173,1087.512,387.3729,22.55
Chhattisgarh,Gariaband,PMGSY-II,5,0,5,0,0,0,77.09,46.5609,76.315,49.3132,0
Chhattisgarh,"Gaurella Pendra Marwahi",PMGSY-II,5,0,5,0,0,0,65.615,46.60519,66.12,46.5148,0
Chhattisgarh,Jangir-Champa,PMGSY-I,369,0,369,0,0,0,1345.73,348.9464,1294.997,315.516,0
Chhattisgarh,Jashpur,PMGSY-II,8,0,8,0,0,0,100.56,68.7109,100.26,62.5739,0
Chhattisgarh,Kanker,PMGSY-II,4,0,4,0,0,0,57.6,29.874,57.4,34.788,0
Chhattisgarh,Kondagaon,PMGSY-II,2,0,2,0,0,0,42.48,18.5461,42.48,23.4224,0
Chhattisgarh,Kondagaon,PMGSY-III,27,4,27,2,0,2,269.89,191.5893,267.885,167.0313,0
Chhattisgarh,Korba,PMGSY-I,395,9,395,9,0,0,1749.245,576.5879,1721.57,541.0504,0
Chhattisgarh,Narayanpur,RCPLWEA,10,8,1,1,9,7,123.4,117.1387,18.1,27.6503,105.2
Chhattisgarh,Narayanpur,PM-JANMAN,22,0,0,0,22,0,144.036,117.80412,2.6,0,141.436
Chhattisgarh,Raipur,PMGSY-II,2,0,2,0,0,0,25.9,19.9851,22.867,14.426,0
Chhattisgarh,Rajnandgaon,PMGSY-II,19,0,19,0,0,0,187.87,125.48176,184.96,114.7256,0
Goa,"North Goa",PMGSY-I,39,0,39,0,0,0,69.87,4.6652,69.35,0,0
Goa,"North Goa",PMGSY-III,3,2,0,0,3,2,12.986,57.61523,0,0,12.986
Gujarat,Arvalli,PMGSY-I,196,1,196,1,0,0,517.8,132.5029,513.42,139.2369,0
Gujarat,Bhavnagar,PMGSY-II,4,0,4,0,0,0,52.08,24.4094,52.08,16.5053,0
Gujarat,Dangs,PMGSY-I,20,0,20,0,0,0,150.72,43.6524,150.014,46.8724,0
Gujarat,Dangs,PMGSY-III,2,4,2,4,0,0,22.756,36.645,22.756,31.9143,0
Gujarat,Gandhinagar,PMGSY-I,28,0,28,0,0,0,54.19,7.6,53.71,8.3398,0
Gujarat,Gandhinagar,PMGSY-II,3,0,3,0,0,0,25.9,15.2805,25.725,7.7274,0
Gujarat,"Gir Somnath",PMGSY-I,16,0,16,0,0,0,59.95,6.9858,55.95,7.3528,0
Gujarat,"Gir Somnath",PMGSY-II,4,0,4,0,0,0,34.95,17.3059,34.95,15.4848,0
Gujarat,"Gir Somnath",PMGSY-III,4,0,4,0,0,0,36.421,24.52559,34.001,22.4871,0
Gujarat,Kheda,PMGSY-I,206,0,206,0,0,0,391.38,73.4151,389.05,80.8753,0
Gujarat,Kheda,PMGSY-III,14,0,14,0,0,0,129.955,81.17447,129.592,76.8868,0
Gujarat,Mehsana,PMGSY-III,12,0,12,0,0,0,109.792,62.84179,102.088,52.1616,0
Gujarat,Morbi,PMGSY-II,1,4,1,4,0,0,17.4,10.6342,16.11,8.789,0
Gujarat,Narmada,PMGSY-III,8,3,8,0,0,3,83.397,50.8225,83.383,39.3073,0
Gujarat,Navsari,PMGSY-I,222,0,222,0,0,0,448.7,105.8405,448.645,104.1331,0
Gujarat,Panchmahals,PMGSY-II,4,0,4,0,0,0,40.26,25.9157,40.26,23.3817,0
Gujarat,Patan,PMGSY-III,9,0,5,0,4,0,93.808,55.85623,60.176,24.1933,33.632
Gujarat,Porbandar,PMGSY-III,2,0,2,0,0,0,23.15,10.6139,23.15,10.9132,0
Gujarat,Rajkot,PMGSY-I,28,0,28,0,0,0,80.79,13.4673,77.24,13.7533,0
Gujarat,Rajkot,PMGSY-III,9,11,9,0,0,11,103.148,93.50779,103.031,47.8206,0
Gujarat,Sabarkantha,PMGSY-I,149,1,149,1,0,0,458.49,99.5148,444.84,96.7314,0
Gujarat,Surendranagar,PMGSY-I,44,1,44,1,0,0,183.96,22.626,183.66,25.0197,0
Gujarat,Surendranagar,PMGSY-III,13,22,13,7,0,15,138.9,122.08538,137.925,73.8762,0
Haryana,Bhiwani,PMGSY-I,15,0,15,0,0,0,174.78,82.3566,174.63,58.3123,0
Haryana,Faridabad,PMGSY-II,0,2,0,2,0,0,0,3.8065,0,3.1549,0
Haryana,Gurgaon,PMGSY-I,14,0,14,0,0,0,112.59,33.8266,112.595,33.8888,0
Haryana,Jhajjar,PMGSY-I,30,0,30,0,0,0,321.21,120.97,321.73,107.6937,0
Haryana,Jhajjar,PMGSY-II,10,6,10,6,0,0,145.19,140.9539,127.724,116.8462,0
Haryana,Jhajjar,PMGSY-III,16,0,14,0,2,0,97.235,57.8236,90.952,39.7759,3.48
Haryana,Jind,PMGSY-I,22,0,22,0,0,0,283.08,103.4998,283.08,87.7302,0
Haryana,Kaithal,PMGSY-III,8,0,8,0,0,0,71.945,36.70425,71.046,33.5642,0
Haryana,Kurukshetra,PMGSY-I,27,0,27,0,0,0,262.52,83.8647,261.362,81.8396,0
